nom,prix,website,source,date_scraped,category,promotion,url,description,normalized_nom,normalized_description
GE Profile - 5.6 Cu. Ft. Slide-In Gas True Convection Range with Built-In Wi-Fi and Hot Air Frying,1799.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat1710865851607&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat1710865851607&type=page&usc=All%20Categories,2025-01-18 22:31:01,ranges,,https://www.bestbuy.com/site/ge-profile-5-6-cu-ft-slide-in-gas-true-convection-range-with-built-in-wi-fi-and-hot-air-frying-stainless-steel/6488932.p?skuId=6488932,Specifications Product Height 36 1/2 inches Product Width 30 inches Product Depth 29 1/2 inches Depth Without Handle 26 7/8 inches Depth With Handle 29 1/2 inches Range Type Slide-In,ge profile - 5.6 cu. ft. slide-in gas true convection range with built-in wi-fi and hot air frying,ge profile - 5.6 cu. ft. slide-in gas true convection range with built-in wi-fi and hot air frying
Whirlpool - 5.3 Cu. Ft. Freestanding Single Electric Range with Steam Air Fry and Air Baking,749.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat1710865851607&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat1710865851607&type=page&usc=All%20Categories,2025-01-18 22:31:01,ranges,,https://www.bestbuy.com/site/whirlpool-5-3-cu-ft-freestanding-single-electric-range-with-steam-air-fry-and-air-baking-stainless-steel/6593093.p?skuId=6593093,Specifications Product Height 47 7/8 inches Product Width 29.875 inches Product Depth 27.75 inches Range Type Freestanding Single/Double Oven Single Oven Cooktop Surface Type Smoothtop,whirlpool - 5.3 cu. ft. freestanding single electric range with steam air fry and air baking,whirlpool - 5.3 cu. ft. freestanding single electric range with steam air fry and air baking
GE - 5.3 Cu. Ft. Freestanding Gas Convection Range with Steam Cleaning and EasyWash Oven Tray,779.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat1710865851607&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat1710865851607&type=page&usc=All%20Categories,2025-01-18 22:31:01,ranges,,https://www.bestbuy.com/site/ge-5-3-cu-ft-freestanding-gas-convection-range-with-steam-cleaning-and-easywash-oven-tray-stainless-steel/6575026.p?skuId=6575026,Specifications Product Height 47 1/4 inches Product Width 30 inches Product Depth 27 7/8 inches Depth Without Handle 25 1/2 inches Interior Oven Depth 19 inches Interior Oven Height 19 inches,ge - 5.3 cu. ft. freestanding gas convection range with steam cleaning and easywash oven tray,ge - 5.3 cu. ft. freestanding gas convection range with steam cleaning and easywash oven tray
"Samsung - 6.3 cu. ft. Smart Freestanding Electric Range with Flex Duo, No-Preheat Air Fry & Griddle Steel",1484.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat1710865851607&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat1710865851607&type=page&usc=All%20Categories,2025-01-18 22:31:01,ranges,,https://www.bestbuy.com/site/samsung-6-3-cu-ft-smart-freestanding-electric-range-with-flex-duo-no-preheat-air-fry-griddle-black-stainless-steel/6468309.p?skuId=6468309,Specifications Product Height 47 1/16 inches Product Width 29 15/16 inches Product Depth 28 11/16 inches Range Type Freestanding Oven Cleaning Method Steam cleaning Single/Double Oven Single Oven,"samsung - 6.3 cu. ft. smart freestanding electric range with flex duo, no-preheat air fry & griddle steel","samsung - 6.3 cu. ft. smart freestanding electric range with flex duo, no-preheat air fry & griddle steel"
Frigidaire 5.1 Cu. Ft. Freestanding Gas Range with Quick Boil,649.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat1710865851607&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat1710865851607&type=page&usc=All%20Categories,2025-01-18 22:31:01,ranges,,https://www.bestbuy.com/site/frigidaire-5-1-cu-ft-freestanding-gas-range-with-quick-boil-stainless-steel/6574948.p?skuId=6574948,Specifications Product Height 47 3/4 inches Product Width 30 inches Product Depth 26 inches Depth Without Handle 26 inches Depth With Handle 28 1/2 inches Range Type Freestanding,frigidaire 5.1 cu. ft. freestanding gas range with quick boil,frigidaire 5.1 cu. ft. freestanding gas range with quick boil
"Samsung - 6.3 cu. ft. Freestanding Electric Range with Rapid Boil, WiFi & Self Clean",649.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat1710865851607&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat1710865851607&type=page&usc=All%20Categories,2025-01-18 22:31:01,ranges,,https://www.bestbuy.com/site/samsung-6-3-cu-ft-freestanding-electric-range-with-rapid-boil-wifi-self-clean-stainless-steel/6447911.p?skuId=6447911,Specifications Product Height 47 1/16 inches Product Width 29 15/16 inches Product Depth 28 11/16 inches Depth Without Handle 24 inches Depth With Handle 28 11/16 inches Range Type Freestanding,"samsung - 6.3 cu. ft. freestanding electric range with rapid boil, wifi & self clean","samsung - 6.3 cu. ft. freestanding electric range with rapid boil, wifi & self clean"
KitchenAid - 6.7 Cu. Ft. Self-Cleaning Freestanding Double Oven Electric Convection Range,1699.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat1710865851607&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat1710865851607&type=page&usc=All%20Categories,2025-01-18 22:31:01,ranges,,https://www.bestbuy.com/site/kitchenaid-6-7-cu-ft-self-cleaning-freestanding-double-oven-electric-convection-range-stainless-steel/6163168.p?skuId=6163168,Specifications Product Height 47 3/8 inches Product Width 29 15/16 inches Product Depth 28 1/2 inches Depth Without Handle 25 5/16 inches Depth With Handle 28 1/2 inches Range Type Freestanding,kitchenaid - 6.7 cu. ft. self-cleaning freestanding double oven electric convection range,kitchenaid - 6.7 cu. ft. self-cleaning freestanding double oven electric convection range
GE - 4.8 Cu. Ft. Freestanding Gas Range,529.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat1710865851607&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat1710865851607&type=page&usc=All%20Categories,2025-01-18 22:31:01,ranges,,https://www.bestbuy.com/site/ge-4-8-cu-ft-freestanding-gas-range-white/6488859.p?skuId=6488859,Specifications Product Height 46 1/4 inches Product Width 30 inches Product Depth 28 3/4 inches Depth Without Handle 26 1/4 inches Depth With Handle 28 3/4 inches Range Type Freestanding,ge - 4.8 cu. ft. freestanding gas range,ge - 4.8 cu. ft. freestanding gas range
LG - 6.3 Cu. Ft. Smart Slide-In Electric True Convection Range with EasyClean and Air Fry,1399.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat1710865851607&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat1710865851607&type=page&usc=All%20Categories,2025-01-18 22:31:01,ranges,,https://www.bestbuy.com/site/lg-6-3-cu-ft-smart-slide-in-electric-true-convection-range-with-easyclean-and-air-fry-stainless-steel/6574611.p?skuId=6574611,Specifications Product Height 36 1/2 inches Product Width 29 7/8 inches Product Depth 29 5/16 inches Depth Without Handle 26 7/8 inches Depth With Handle 29 5/16 inches Range Type Slide-In,lg - 6.3 cu. ft. smart slide-in electric true convection range with easyclean and air fry,lg - 6.3 cu. ft. smart slide-in electric true convection range with easyclean and air fry
GE - 30 inches - Convertible - Wall Range Hood,519.99,bestbuy.com,https://www.bestbuy.com/site/range-hoods/wall-mount-range-hoods/pcmcat207200050007.c?id=pcmcat207200050007&intl=nosplash,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/ge-30-inches-convertible-wall-range-hood-stainless-steel/8153219.p?skuId=8153219,"Specifications Product Height 9 7/8 inches Product Width 30 inches Product Depth 18 1/2 inches Exhaust Vent Location Other Vent Type Ducted, Ductless Vent Style Convertible",ge - 30 inches - convertible - wall range hood,ge - 30 inches - convertible - wall range hood
Samsung - 30 inches - Externally Vented & Recirculating - Wall Range Hood Steel,399.99,bestbuy.com,https://www.bestbuy.com/site/range-hoods/wall-mount-range-hoods/pcmcat207200050007.c?id=pcmcat207200050007&intl=nosplash,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/samsung-30-inches-externally-vented-recirculating-wall-range-hood-black-stainless-steel/6372680.p?skuId=6372680,"Specifications Product Height 28 2/5 inches Product Width 30 inches Product Depth 19 7/10 inches Exhaust Vent Location Top Vent Type Ducted, Ductless Vent Style External, Recirculating",samsung - 30 inches - externally vented & recirculating - wall range hood steel,samsung - 30 inches - externally vented & recirculating - wall range hood steel
Broan Glacier - 30 inches - Externally Vented & Recirculating - Under cabinet Range Hood,249.99,bestbuy.com,https://www.bestbuy.com/site/range-hoods/wall-mount-range-hoods/pcmcat207200050007.c?id=pcmcat207200050007&intl=nosplash,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/broan-glacier-30-inches-externally-vented-recirculating-under-cabinet-range-hood-stainless-steel/6361520.p?skuId=6361520,"Specifications Product Height 6 inches Product Width 29 7/8 inches Product Depth 19 5/8 inches Exhaust Vent Location Top/Rear Vent Type Ducted, Ductless Vent Style External, Recirculating",broan glacier - 30 inches - externally vented & recirculating - under cabinet range hood,broan glacier - 30 inches - externally vented & recirculating - under cabinet range hood
Café - 30 inches - Convertible - Wall Range Hood,1349.99,bestbuy.com,https://www.bestbuy.com/site/range-hoods/wall-mount-range-hoods/pcmcat207200050007.c?id=pcmcat207200050007&intl=nosplash,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/cafe-30-inches-convertible-wall-range-hood-matte-black/6459050.p?skuId=6459050,"Specifications Product Height 18 inches Product Width 30 inches Product Depth 21 inches Vent Type Ducted, Ductless Vent Style Convertible Works With Amazon Alexa, Google Assistant",café - 30 inches - convertible - wall range hood,café - 30 inches - convertible - wall range hood
Thermador Professional - 36 inches - Externally Vented - Wall Range Hood,3099.0,bestbuy.com,https://www.bestbuy.com/site/range-hoods/wall-mount-range-hoods/pcmcat207200050007.c?id=pcmcat207200050007&intl=nosplash,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/thermador-professional-36-inches-externally-vented-wall-range-hood-stainless-steel/6292482.p?skuId=6292482,Specifications Product Height 18 inches Product Width 35 15/16 inches Product Depth 24 inches Exhaust Vent Location Top Vent Type Ducted Vent Style External,thermador professional - 36 inches - externally vented - wall range hood,thermador professional - 36 inches - externally vented - wall range hood
JennAir Pro-Style - 36 inches - Externally Vented - Wall Range Hood - Lustre Stainless,2449.0,bestbuy.com,https://www.bestbuy.com/site/range-hoods/wall-mount-range-hoods/pcmcat207200050007.c?id=pcmcat207200050007&intl=nosplash,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/jennair-pro-style-36-inches-externally-vented-wall-range-hood-lustre-stainless/6322467.p?skuId=6322467,Specifications Product Height 18 inches Product Width 36 inches Product Depth 25 inches Exhaust Vent Location Top Vent Type Ducted Vent Style External,jennair pro-style - 36 inches - externally vented - wall range hood - lustre stainless,jennair pro-style - 36 inches - externally vented - wall range hood - lustre stainless
ZLINE - 42 inches - Externally Vented - Wall Range Hood,1079.99,bestbuy.com,https://www.bestbuy.com/site/range-hoods/wall-mount-range-hoods/pcmcat207200050007.c?id=pcmcat207200050007&intl=nosplash,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/zline-42-inches-externally-vented-wall-range-hood-stainless-steel/6409805.p?skuId=6409805,Specifications Product Height 16 2/5 inches Product Width 42 inches Product Depth 24 inches Vent Type Ducted Vent Style External Color Finish Stainless steel,zline - 42 inches - externally vented - wall range hood,zline - 42 inches - externally vented - wall range hood
ZLINE - 30 inches - Externally Vented - Wall Range Hood,999.99,bestbuy.com,https://www.bestbuy.com/site/range-hoods/wall-mount-range-hoods/pcmcat207200050007.c?id=pcmcat207200050007&intl=nosplash,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/zline-30-inches-externally-vented-wall-range-hood-copper/6376096.p?skuId=6376096,Specifications Product Height 10 1/2 inches Product Width 30 inches Product Depth 19 3/5 inches Vent Type Ducted Vent Style External Color Finish Brown,zline - 30 inches - externally vented - wall range hood,zline - 30 inches - externally vented - wall range hood
Zephyr - 36 inches - Convertible - Wall Range Hood,849.99,bestbuy.com,https://www.bestbuy.com/site/range-hoods/wall-mount-range-hoods/pcmcat207200050007.c?id=pcmcat207200050007&intl=nosplash,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/zephyr-36-inches-convertible-wall-range-hood-stainless-steel/6455844.p?skuId=6455844,Specifications Product Height 30 inches Product Width 35 7/8 inches Product Depth 19 3/4 inches Exhaust Vent Location Top Vent Type Convertible Vent Style Convertible,zephyr - 36 inches - convertible - wall range hood,zephyr - 36 inches - convertible - wall range hood
ZLINE - 36 inches - Externally Vented & Convertible - Wall Range Hood - Brushed ,449.99,bestbuy.com,https://www.bestbuy.com/site/range-hoods/wall-mount-range-hoods/pcmcat207200050007.c?id=pcmcat207200050007&intl=nosplash,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/zline-36-inches-externally-vented-convertible-wall-range-hood-brushed-stainless-steel/6373317.p?skuId=6373317,"Specifications Product Height 10 1/2 inches Product Width 36 inches Product Depth 19 7/10 inches Vent Type Ducted, Ductless Vent Style External, Convertible Color Finish Stainless steel",zline - 36 inches - externally vented & convertible - wall range hood - brushed ,zline - 36 inches - externally vented & convertible - wall range hood - brushed 
GE Profile - 36 inches - Convertible - Island Range Hood,1331.99,bestbuy.com,https://www.bestbuy.com/site/range-hoods/wall-mount-range-hoods/pcmcat207200050007.c?id=pcmcat207200050007&intl=nosplash,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/ge-profile-36-inches-convertible-island-range-hood-stainless-steel/6540385.p?skuId=6540385,Specifications Product Height 3 1/8 inches Product Width 35 7/8 inches Product Depth 27 5/8 inches Vent Type Ducted Vent Style Convertible Color Finish Stainless steel,ge profile - 36 inches - convertible - island range hood,ge profile - 36 inches - convertible - island range hood
Samsung BESPOKE - 29 inches - Convertible - Wall Range Hood,649.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,Save $295,https://www.bestbuy.com/site/samsung-bespoke-29-inches-convertible-wall-range-hood-gray/6529982.p?skuId=6529982,"Specifications Product Height 25 7/16 inches Product Width 29 7/16 inches Product Depth 19 11/16 inches Exhaust Vent Location Top Vent Type Ducted, Ductless Vent Style Convertible",samsung bespoke - 29 inches - convertible - wall range hood,samsung bespoke - 29 inches - convertible - wall range hood
Windster Hoods - 30 inches - Convertible - Wall Range Hood,738.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/windster-hoods-30-inches-convertible-wall-range-hood-stainless-steel/8935489.p?skuId=8935489,"Specifications Product Height 12 1/4 inches Product Width 29 3/4 inches Product Depth 24 inches Exhaust Vent Location Top Vent Type Ducted, Ductless Vent Style Convertible",windster hoods - 30 inches - convertible - wall range hood,windster hoods - 30 inches - convertible - wall range hood
Café - 36 inches - Externally Vented & Recirculating - Wall Range Hood,854.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/cafe-36-inches-externally-vented-recirculating-wall-range-hood-stainless-steel/6283660.p?skuId=6283660,"Specifications Product Height 1 2/3 inches Product Width 36 inches Product Depth 18 1/2 inches Exhaust Vent Location Top Vent Type Ducted, Ductless Vent Style External, Recirculating",café - 36 inches - externally vented & recirculating - wall range hood,café - 36 inches - externally vented & recirculating - wall range hood
Fisher & Paykel - 30 inches - Convertible - Wall Range Hood - Brushed /,799.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/fisher-paykel-30-inches-convertible-wall-range-hood-brushed-stainless-steel-black-glass/6174557.p?skuId=6174557,"Specifications Product Height 41 1/16 inches Product Width 29 7/10 inches Product Depth 19 7/10 inches Exhaust Vent Location Top Vent Type Ducted, Ductless Vent Style Convertible",fisher & paykel - 30 inches - convertible - wall range hood - brushed /,fisher & paykel - 30 inches - convertible - wall range hood - brushed /
ZLINE - 30 inches - Externally Vented - Wall Range Hood - Brushed ,359.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/zline-30-inches-externally-vented-wall-range-hood-brushed-stainless-steel/6373336.p?skuId=6373336,Specifications Product Height 42 1/2 inches Product Width 30 inches Product Depth 17 3/4 inches Vent Type Ducted Vent Style External Color Finish Stainless steel,zline - 30 inches - externally vented - wall range hood - brushed ,zline - 30 inches - externally vented - wall range hood - brushed 
Thermador Masterpiece - 36 inches - Externally Vented & Recirculating - Wall Range Hood,2149.0,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/thermador-masterpiece-36-inches-externally-vented-recirculating-wall-range-hood-stainless-steel/6292488.p?skuId=6292488,"Specifications Product Height 11 inches Product Width 35 15/16 inches Product Depth 23 1/8 inches Exhaust Vent Location Top Vent Type Ducted, Ductless Vent Style External, Recirculating",thermador masterpiece - 36 inches - externally vented & recirculating - wall range hood,thermador masterpiece - 36 inches - externally vented & recirculating - wall range hood
Whirlpool - 36 inches - Convertible - Wall Range Hood,926.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/whirlpool-36-inches-convertible-wall-range-hood-stainless-steel/3513824.p?skuId=3513824,Specifications Product Height 28 7/8 inches Product Width 36 inches Product Depth 20 inches Exhaust Vent Location Top Vent Type Ducted Vent Style Convertible,whirlpool - 36 inches - convertible - wall range hood,whirlpool - 36 inches - convertible - wall range hood
LG - 30 inches - Convertible - Wall Range Hood,899.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/lg-30-inches-convertible-wall-range-hood-stainless-steel/6393369.p?skuId=6393369,"Specifications Product Height 48 1/2 inches Product Width 29 15/16 inches Product Depth 22 1/16 inches Exhaust Vent Location Top Vent Type Ducted, Ductless Vent Style Convertible",lg - 30 inches - convertible - wall range hood,lg - 30 inches - convertible - wall range hood
Viking 5 Series - 30 inches - Wall Range Hood,1529.0,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/viking-5-series-30-inches-wall-range-hood-stainless-steel/4331807.p?skuId=4331807,Specifications Product Height 10 inches Product Width 29 9/10 inches Product Depth 21 inches Vent Type Ducted Color Finish Stainless steel,viking 5 series - 30 inches - wall range hood,viking 5 series - 30 inches - wall range hood
Frigidaire - 30 inches - Convertible - Under cabinet Range Hood,399.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/frigidaire-30-inches-convertible-under-cabinet-range-hood-stainless-steel/6583466.p?skuId=6583466,"Specifications Product Height 4 15/16 inches Product Width 30 inches Product Depth 19 3/4 inches Exhaust Vent Location Top Vent Type Ducted, Ductless Vent Style Convertible",frigidaire - 30 inches - convertible - under cabinet range hood,frigidaire - 30 inches - convertible - under cabinet range hood
Whirlpool - 30 inches - Externally Vented - Wall Range Hood,233.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/whirlpool-30-inches-externally-vented-wall-range-hood-stainless-steel/6399718.p?skuId=6399718,Specifications Product Height 4 15/16 inches Product Width 29 15/16 inches Product Depth 18 1/2 inches Exhaust Vent Location Top Vent Type Ducted Vent Style External,whirlpool - 30 inches - externally vented - wall range hood,whirlpool - 30 inches - externally vented - wall range hood
Windster Hoods - 36 inches - Externally Vented - Range Hood Insert,471.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/windster-hoods-36-inches-externally-vented-range-hood-insert-stainless-steel/6530036.p?skuId=6530036,Specifications Product Height 10 3/8 inches Product Width 35.375 inches Product Depth 11.375 inches Exhaust Vent Location Top Vent Type Ducted Vent Style External,windster hoods - 36 inches - externally vented - range hood insert,windster hoods - 36 inches - externally vented - range hood insert
Zephyr - 36 inches - Convertible - Shell Range Hood - Satin ,1999.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/zephyr-36-inches-convertible-shell-range-hood-satin-gold/6482651.p?skuId=6482651,"Specifications Product Height 13 13/16 inches Product Width 35 5/16 inches Product Depth 19 11/16 inches Exhaust Vent Location Top/Rear Vent Type Ducted, Ductless Vent Style Convertible",zephyr - 36 inches - convertible - shell range hood - satin ,zephyr - 36 inches - convertible - shell range hood - satin 
Zephyr - 30 inches - Convertible - Wall Range Hood,999.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=2&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/zephyr-30-inches-convertible-wall-range-hood-stainless-steel/6508537.p?skuId=6508537,"Specifications Product Height 27 inches Product Width 29 15/16 inches Product Depth 22 1/16 inches Exhaust Vent Location Top Vent Type Ducted, Ductless Vent Style Convertible",zephyr - 30 inches - convertible - wall range hood,zephyr - 30 inches - convertible - wall range hood
ZLINE - 30 inches - Externally Vented - Wall Range Hood Steel,521.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,Save $58,https://www.bestbuy.com/site/zline-30-inches-externally-vented-wall-range-hood-black-stainless-steel/6373279.p?skuId=6373279,Specifications Product Height 42 1/2 inches Product Width 30 inches Product Depth 19 3/5 inches Vent Type Ducted Vent Style External Color Finish Black stainless steel,zline - 30 inches - externally vented - wall range hood steel,zline - 30 inches - externally vented - wall range hood steel
Whirlpool - 30 inches - Convertible - Wall Range Hood,611.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/whirlpool-30-inches-convertible-wall-range-hood-stainless-steel/6473738.p?skuId=6473738,"Specifications Product Height 45 1/8 inches Product Width 30 inches Product Depth 17 3/4 inches Exhaust Vent Location Top Vent Type Ducted, Ductless Vent Style Convertible",whirlpool - 30 inches - convertible - wall range hood,whirlpool - 30 inches - convertible - wall range hood
Viking 3 Series - 30 inches - Convertible - Wall Range Hood,1529.0,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/viking-3-series-30-inches-convertible-wall-range-hood-stainless-steel/8946081.p?skuId=8946081,"Specifications Product Height 12 inches Product Width 29 9/10 inches Product Depth 24 inches Vent Type Ducted, Ductless Vent Style Convertible Color Finish Stainless steel",viking 3 series - 30 inches - convertible - wall range hood,viking 3 series - 30 inches - convertible - wall range hood
Thor Kitchen - 30 inches - Externally Vented & Convertible - Wall Range Hood,499.99,bestbuy.com,https://www.bestbuy.com/site/searchpage.jsp?_dyncharset=UTF-8&browsedCategory=pcmcat207200050007&cp=3&id=pcat17071&iht=n&ks=960&list=y&sc=Global&st=categoryid%24pcmcat207200050007&type=page&usc=All%20Categories,2025-01-18 22:31:01,range-hoods,,https://www.bestbuy.com/site/thor-kitchen-30-inches-externally-vented-convertible-wall-range-hood-stainless-steel/6442189.p?skuId=6442189,"Specifications Product Height 34 inches Product Width 29 inches Product Depth 19 inches Exhaust Vent Location Top Vent Type Ducted Vent Style External, Convertible",thor kitchen - 30 inches - externally vented & convertible - wall range hood,thor kitchen - 30 inches - externally vented & convertible - wall range hood
